,ar,"هاذا مش منطقي، و موش عادل زادا"
,pt,"Tahaka izany ihany koa, rehefa mahazo ny fahazoandalana Schengen, dia tsy mila mangataka fahazoandalana tsirairay ho an’ireo firenena mpikambana ao amin'ny Schengen, izany hoe mitsitsy fotoana, vola ary antontantaratasy."
,pt,"Tsy misy ny famaritana iombonana izay milaza fa ny zavatra namboarina dia fahagola. Ny toeran-ketra sasany dia manamaritra ny zavatra mihoatra ny 100 taona ho fahagola."
,pt,"Misy fiovana ara-jeografia ny famaritana, izay mety ho fohy kokoa ny fetran’ny taona any amin’ny toerana toa an’i Amerika avaratra nòho ny any Eoropa."
,pt,"Ny vokatra natao tànana dia azo faritana ho vakoka, na dia mbola zandrin’ireo vokatra mitovy aminy izay novokarina tambabe aza."
,pt,"Ny fiompiana diera dia fivelomana manan-danja eo amin’ny Sámi ary ny kolontsaina manodidina ny varotra dia manan-danja ihany koa ho an’ny asa hafa maro."
,pt,"Na araka ny fomban-drazana aza, anefa, dia tsy ny Samis rehetra no niompy rennes marobe, fa nisy koa ireo niaina tamin’ny jono sy ny haza ary ireo zavatra hafa mitovy amin’izay, ka nampiasa ny rennes ho biby mpitarika entana fotsiny ihany."
,pt,"Miasa amin’ny varotra maoderina i Sámi androany. Tena mampidi-bola be ny fizahantany ao Sámi, ao amin’ny faritr’i Sámi."
,pt,"Na dia be mpampiasa aza izy ito indrindra amin’ireo tsy romana dia matetika manafitohina ny teny hoe “gitan” noho izy ampiarahina amina endrika ratsy sy hevi-diso momban’ny olona romana."
,pt,"Raha toa ka misidika tany ianao ka misy toromarika ara-pahasalamana mivoaka momban’ny fivahinianana, dia mety hisy vokany amin’ny fiantohana ny dianao na ny fiantohana ny fanafoanana ny dianao izany."
,pt,"Mety haniry ny hiaino ny torohevitry ny fanjakana hafa ankoatra ny anao koa ianao, fa ny torohevitr’izy ireo dia natao ho an’ny vahoakany."
,pt,"Ohatra iray, mety hiatrika tranga hafa amin’ny an'ireo Eoropeanina na Arabo ireo mizaka ny zompirenena Amerikanina any amin’ireo firenena Afovoany-Atsinanana."
,pt,"Ny fampitandremana dia famintinana kely ihany ny toedraharaha politikan’ny firenena iray."
,pt,"Indraindray ireo fomba fijery ampahafatarina dia topimaso ihany, ankapobeny, ary tsotra loatra raha ampitahaina amin’ny vaovao antsipiriany hita any an-kafa."
,pt,"Ny toetrandro ratsy no teny ankapobeny ilazana ireo tranga ara-toetrandro mampidi-doza ka mety hitondra faharavàna, fanakorontanana ny filaminana ara-tsosialy, na hamoizana ain’olona."
,pt,"Mety hitranga n’aiza n’aiza eto ambonin’ny tany ny toetrandro tena mafy zakaina, ary maro karazana izy io, arakaraka ny jeografia, ny toetoetry ny tany ary ny toetry ny sosondrivotra."
,pt,"Ny rivotra mahery, ny havandra, ny rotsakorana be loatra, ary doro-ala, dia endrika sy vokatry ny toetr’andro ratsy, tahaka ny orambaratra, ny tadio, ny rambondanitra, ary ny rivo-doza."
,pt,"Ny trangan-toetrandro mahery vaika miankina amin'ny vanintaona sy ny faritra dia ahitana ny tafiotra arahin'orampanala, tafiotran'orampanala, tafiotran-dranomandry sy tadio."
,pt,"Ampirisihina mafy ny mpivahiny hamantatra ny mety hisian’ny andro ratsy any amin’ny toerana misy azy satria mety hisy fiantraikany amin’ny lamin'ny diany izany."
,pt,"Izay olona mikasa hanao fitsidihana amin’ny firenena voasokajy ho faritra miady dia tokony hahazo fiofanana manara-penitra."
,pt,"Ny fikarohana amin’ny aterineto ny momba ny “Fianarana momba ireo tontolo feno fankahalana” dia mety hampiseho adiresin'orinasa iray ao an-toerana."
,pt,"Raha ny tokony ho izy, ny taranja ampianarina iray dia mahahenika manontolo ny lahadinika teto amin’ny antsipiriany tanteraka, mazàna miaraka amin’ny fanandramana."
,pt,"Ny fandaharam-piofanana iray dia maharitra 2 ka hatramin’ny 5 andro amin’ny ankapobeny ary hahitana filalaovana tantara kely, fitsaboana vonjimaika maro ary indraindray fanofanana amin’ny fampiasàna fitaovampiadiana."
,pt,"Betsaka ny boky sy gazetiboky miresaka momba ny fiainana any an’ala, fa ny fanontana miresaka momba ireo faritra misy ady dia vitsy."
,pt,"Ny mpandeha mandrafitra ny fandidina fanovana taovam-pananahana any ivelany dia tsy maintsy mahazo antoka fa manana ny taratasy ilaina amin’ny dia miverina."
,pt,"Miovaova ny finiavan’ireo governemanta hamoaka pasipaoro tsy milaza ny maha lahy na ny maha vavy (X) na antontan-baovao manara-potoana ahafahana mampifanaraka ny anarana sy ny maha lahy sy maha vavy iriana."
,pt,"Miovaova be ny fahavononan’ny governemanta vahiny hanaja ireo taratasy ireo."
,pt,"Vao mainka miha misy fitsabahana bebe kokoa ny fizahàna eny amin’ny toeram-pisavàna taorian’ny 11 Septambra 2001."
,pt,"Ny olona vao hiatrika fandidina satria te hiova taovam-pananahana dia tsy tokony hanantena fa ho voatana ny tsiambaratelony sy ny fahamendrehany."
,pt,"Ny riaka miverina dia ny tosaka miverina avy amin'ny onja vaky eo amoron-dranomasina, matetika eo amin'ny harambato na ny mitovy amin'izay."
,pt,"Noho ny topolojian'ny anaty rano dia mavesatra be ny fikorianana miverina any amin’ny faritra vitsivitsy lalina kokoa, ary mety hisy riaka haingana mankany amin'ny rano lalina hiforona eo."
,pt,"Ny ankamaroan’ny fahafatesana dia nohon’ny faharerahana amin’ny filomanosana manohitra ny lalan'ny rano, izay mety tsy ho vita."
,pt,"Rehefa tafavoaka ny tosiky ny rano ianao dia tsy sarotra noho ny mahazatra ny milomano miverina."
,pt,"Miezaha mandeha amin’ny toerana tsy hahatratrarana anao indray na, arakaraka ny talentanao na ny hoe nisy nahatsikaritra ve ianao dia mety te hiandry mpanavotra ianao."
,pt,"Tonga aloha kokoa noho ny fahatairana amin'ny kolontsaina ny fahatairana amin'ny fiverenana indray an-tanindrazana (kelikely kokoa ny dingana volantantely), maharitra kokoa, ary mety ho mafy kokoa."
,pt,"Ireo mpandehandeha mora miaina kolontsaina vaovao matetika sahirana amin’ny fiverenana amin’ny kolontsaina niaingany."
,pt,"Rehefa avy nipetraka tany ivelany ianao ka miverina mody any amin’ny tany niavianao , dia efa lasa zatra an’ilay kolotsaina vaovao ianao ka hadinonao ny sasany amin’ny kolontsaina tamin’ny toerana niavianao."
,pt,"Rehefa nakany ivelany voalohany ianao, ny olona azoko antoka fa nahandry sy nahazo, nahafantatra fa ny mpitsangatsangana any amin’ny firenena vaovao dia mila mizatra."
,pt,"Mety tsy ampoizin'ny olona fa ny faharetana sy ny fahazahoana ihany koa dia ilain’ireo mpivahiny izay miverina mody."
,pt,"Ilay fampisehoana amin’ny jiro sy feo ao amin’ny piramida no isan’ny zavatra mahaliana indrindra ao ho an’ny ankizy."
,pt,"Afaka mahita ireo piramida ao anaty aizina ianao ary afaka mahita azy ireo am-pahanginana alohan’ny hanombohan’ny seho."
,pt,"Matetika dia henonao foana ny feon’ny mpizahatany sy mpivarotra. Ny tantaran’ny feo sy hazavana dia toy ny boky tantara mihitsy."
,pt,"Najoro mba hitoetra ho tantara sady ho mpitantara zava-nitranga maro ny Sphinx."
,pt,"Miseho amin’ireo piramida ny seho ary mirehitra avokoa ireo piramida isan-karazany."
,pt,"Ireo Nosy Shetland Atsimo, hita tamin’ny 1819, dia takian’ny firenena maro ary manana toby betsaka indrindra, izay enina ambin’ny folo ireo toby am-perinasa tamin’ny 2020."
,pt,"Ny vondronosy dia eo amin’ny 120 km avaratry ny Saikinosy. Ny nosy lehibe indrindra dia ny nosin’ny Mpanjaka George miaraka amin’ny andiam-ponin'i Villa Las Estrellas."
,pt,"Misy ny mampiditra ny nosy Livingston sy Deception, izay manana kalderia milentika izay ana-volkana mbola mifoha ka manome seranan-tsambo voajanahary tena mahatalanjona."
,pt,"Ellsworth dia faritra atsimon’ilay nosy izay voadidin’ny ranomasina Bellingshausen."
,pt,"Ny tendrombohitra ao amin’ny Saikinosy eto dia lasa lembalemba, ary lasa 360 km tendrombohitr’i Ellsworth, zarain’ny Minnesota Glacier anankiroa."
,pt,"Ny lafiny avaratra na ny Sentinel Range dia manana ireo tendrombohitra avo indrindra any Antarktika, ny tangorom-bohitra Vinson, mahatratra haavo 4892 m any amin'ny tendrombohitra Vinson."
,pt,"Any amin’ny toerana lavitra tsy misy fandrakofana finday dia ny finday zanabolana no mety ho hany safidinao."
,pt,"Tsy mahasolo finday ny telefonina mampiasa zanabolana amin’ny ankapobeny, satria ianao mila hoe any ivelany ary mahita tsara ilay zanabolana ahafahana manao ny antso."
,pt,"Ny tolotra dia matetika ampiasaina amin’ny fandefasana entana, tafiditra ihany koa ny sambo fitsangatsanganana sy ireo fiditsihana fandalinana izay mila aterineto sy antso."
,pt,"Ny mpanome tolotra finday eny amin’ny toerana misy anao dia tokony afaka hanome fanampim-panazavana bebe kokoa mahakasika ny fampiasana io tolotra io."
,pt,"Ho an’ireo manomana taona sabatika dia safidy miha mitombo ny fitsangatsanganana sy ny fianarana."
,pt,"Izy ity dia tian’ireo vao nahavita fianarana tany an-tsekoly indrindra indrindra, satria mamela azy ireo haka aina mandritry ny herintaona mialoha ny oniversite, ary tsy manimba ny fianarany."
,pt,"Matetika, ny fisoratanao anarana amin’ny fianarana any ivelany mandritra ny taona iray hiatoanao amin'ny fianarana, dia hita fa mety hiakatra kokoa ny vintanao hifindra amin'ny fianarana ambaratonga ambony rehefa miverina an-tanindrazanao."
,pt,"Raha ny mahazatra dia misy saram-pianarana aloha raha te hisoratra anarana amin’ireny fandaharam-pianarana ireny."
,pt,"Toerana tsara handehanana sambo i Finland. Ilay “Tany misy farihy arivo” dia manana nosy aman’arivo ihany koa, eny amin’ny farihy sy eny amin’ny vondronosy amorontsiraka."
,pt,"Tsy voatery hila yacht ianao rehefa any amin’ny vondronosy sy farihy."
,pt,"Na dia lehibe tsara antonina ny sambo yacht aza ny vondronosy manodidina sy ny farihy lehibe dia miavaka kokoa ny mampiasa sambo kely na kayak."
,pt,"Fialambolim-pirenena ao Finland ny fitondrana sambo kely, sambo iray ho an’olona fito na valo."
,pt,"Mitovy izany any Nôrvezy, Soedy sy Novely Zelandy, miavaka ihany kosa izy ankoatra izay (ohatra, any Pays Bas dia iray anatin’ny efapolo izany)."
,pt,"Ny ankamaroan’ny mpampitsangatsangana an-tsambo balte tsirairay dia afaka mikarakara fijanonana elaela kokoa any St. Petersburg, any Rosia."
,pt,"Izany dia midika fa afaka mitsidika ny tanàna manan-tantara ianao mandritra ny roa andro manontolo sady miverina ary matory ao anaty sambo amin’ny alina."
,pt,"Raha midina an-tanety mandritry fitsangatsangana an-tsambo ianao, dia tsy mila fahazoan-dalana hafa. (manomboka ny 2009)"
,pt,"Mampahafantatra an’i Berlin, Alemaina anatin’ireo bokikely ny fitsangatsanganana an-tsambo sasany. Araka ny hitanao eo amin’ilay sarintany eo ambony, dia tsy misy ranomasina eny akaikin’i Berlin ary ny fitsidihana ny tanàna dia mbola tsy tafiditra anatin’ny vola aloha mba hanaovana ilay fitsangatsanganana an-tsambo."
,pt,"Mety ho trangam-piainana iray mampatahotra ho an'ny olona amin’ny taona rehetra sy ny fiaviana rehetra ny fandehanana fiaramanidina, indrindra raha tsy mbola nanidina izy taloha na niaina tranga nandona ny sainy."
,pt,"Tsy zavatra mahamenatra mihitsy izany: Tsy misy mahasamihafa azy amin’ireo tahotra sy tsy fitiavan-javatra hananan’olona maro izany."
,pt,"Ho an’ny sasany, ny fahafantarana ny fiasan’ny fiaramanidina sy izay miseho mandritra ny sidina dia mety hanampy amin’ny fandresena ny tahotra mifototra amin’ny zavatra tsy fantatra na amin’ny tsy fahafahana mifehy."
,pt,"Mandray vola be noho ny fanaterana entana haingana ireo orinasa mpanatitra entana. Zava-dehibe ny fotoana matetika amin'ireo taratasim-barotra, entam-barotra na ireo kojakoja fanolo ilàna fanamboarana maika."
,pt,"Manana ny lalany manokana ireo orinasa lehibe sady manana ny fiaramanidiny manokana, fa nisy olana kosa ireo orinasa kelikely."
,pt,"Raha nandefa entana tamin’ny fiaramanidina izy ireo, dia mety nandany fotoana kely ny famoahana an’ilay entana sy ny saran’ny habantseranana tamin’ny toerana sasany."
,pt,"Ny hany fomba haingana nahafahana nandefa ilay izy dia ny nampidirana azy ho entana voasoratra.Ny lalàn’ireo orinasam-pitanterana anabakabaka dia tsy mamela azy ireo handefa ny entana tsy misy mpitondra, ka eo no hidiranareo."
,pt,"Ny fomba mivantana indrindra mba handehanana amin’ny sokajy voalohany na fandrarahana dia ny fandoavana vola matevim-be ho an’izany tombotsoa izany (na tsaratsara kokoa, ny orinasanao no asainao manao izany ho anao)."
,pt,"Kanefa, tsy mora ny fahatongavan’ity : tahaka ny lalana mafy ny aki-be, afaka miandry ny handoavana in-efatra ny vidin-ny teo-karena ho an’ny fandraharahana , ary in-raikambin’ny folo ho an’ny kilasy voalohany!"
,pt,"Amin’ny ankapobeny, tsy ilaina ny fitadiavana fihenam-bidy amin’ny seza bizinesy na kilasy voalohany amin’ny sidina mivantana A mankany amin’ny B."
,pt,"Fantatry ny sidina fa misy vondron’ny mpandeha izay vonona handoa dolara ambonimbony mba hahazoana tombotsoa amin’ny fandehanana amin’ny toerana iray haingana, mahazo aina tsara ary ny vidiny mifanaraka amin’izay."
,pt,"Chişinău no renivohitr'i Moldova. Ny romanianina no fiteny fampiasan’ny mponina ao aminy, kanefa be mpampiasa ihany koa ny fiteny rosianina."
,pt,"Ny Repoblikan’ny Môldôvia dia ahitana foko maromaro ary izany dia niteraka adim-poko tany an-toerana."
,pt,"amin’ny taona 1994, io tsy fifanarahana io dia nitarika ny fiforonan’ny repoblika Transnistria izay nanambara ny tenany ho repoblika tany antsinanan’i Moldavia, izay manana ny governemantany sy ny volany manokana fa kosa tsy misy na firenena iray mpikambana ao amin’ny Firenena Mikambana aza manaiky azy."
,pt,"Niverina ny fifandraisana ara-toekarena eo amin’ireo faritra roa ao Moldavie ireo na dia teo aza ny tsy fahombiazana tamin’ny fifandresen-dahatra ara-politika."
,pt,"Ny Kristianina Ortodoksa no fivavahana lehibe indrindra ao Moldavia."
,pt,"Izmir no tanandehibe fahatelo lehibe indrindra ao Tiorkia izay manana mponina manodidina ny 3,7 tapitrisa, seranantsambo faharoa lehibe indrindra aorian’i Istanbul, ary ivontoeram-pitaterana tena tsara."
,pt,"Tanàna taloha Smyrna, izao izy efa toeram-pivarotana maoderina, mivoatra, be olona, mitoetra manodidina ny helodrano lehibe voadidina tndrombohitra."
,pt,"Ny làlana malalaka, ny trano avo fitaratra sy ny toeram-pivarotana moderina dia manana tafo nentim-paharazana kapila mena, ny tsena tamin’ny taon-jato faha18, ny moske tranainy sy ny fiangonana, na dia manana endrika Eoropeana Mediteraneana kokoa fa tsy nentim-paharazana Torkia aza ny tànana."
,pt,"Ny tanànan’i Haldarsvík dia afaka ahitana ny nosy manodidina Eysturoy ary manana fiangonana valo lafy tsy dia mahazatra."
,pt,"Ao amin’ny tokotanim-piangonana misy sary vonganà voromailala vita amin’ny marbra mahaliana eo ambony fasana vitsivitsy."
,pt,"Mandany eo amin’ny atsasakadiny eo raha itsirika ny tanàna kelymahagaga."
,pt,"Raha mankany avaratra, izay misy lalana mora aleha mba hahatongavana ao dia tanana mahafinaritra sy mahavariana amin’ny tanànan’i Sintra, tanàna lasa nalaza rehefa avy notatarain’i Lord Byron tamin’ny vahiny ny hakanton’ilay toerana."
,pt,"Mandeha matetika any Sintra ny fiara fitateram-bahoaka Scotturb 403, izay mijanona ao Cabo da Roca."
,pt,"Any avaratra ihany koa tsidiho ny fitoerana masin’I Lady of Fatima (Toerana Masina), toerana malaza eran-tany nisehoan’I Maria."
,pt,"Tsarovy fa mitsidika toerana misy fasana maro ianao, ary teorana izay manan-danja tsy hay refesina ho an’ny olona maro eo amin’izao tontolo izao."
,pt,"Betsaka ireo lehilahy na vehivavy velona tety, ary mbola betsaka koa ireo manana havana maty na niasa mandra-maty teny, Jiosy na tsia."
,pt,"Mba hajao amin’ny fahamasinana rehetra ny toerana, araka ny haja sy ny voninahitra mendrika izany. Aza manao hanihany mahakasika ny Famonoana tambabe na ny Nazis."
,pt,"Aza tsiratsiraina ny toerana amin’ny fikikisana sy ny fanaovana soratsoratra amin’ny foto-drafitr’asa."
,pt,"Katalano sy Espaniola no fiteny ofisialy ao Barselona. Eo amin’ny antsasaky nmponina no tia miteny Katalano, ary maro no mahazo azy, ary saika ny rehetra no mahay Espaniola."
,pt,"Na dia izany aza, ny ankamaroan’ireo famantarana dia amin’ny fiteny Katalana ihany satria izy io no napetraky ny lalàna ho fiteny ofisialy voalohany."
,pt,"Saingy ampiasaina be eny amin’ny fitateram-bahoaka sy ny toeran-kafa ihany koa ny teny espaniôla."
,pt,"Amin’ny teny katalana irery ihany ny filazana miverimberina any amin’ny metro, fa ny fikorontanana tsy ampoizina dia lazain’ny fitaovana mandeha ho azy amin’ny tenim-pirenena maro samihafa toy ny teny espaniola, teny anglisy, teny frantsay, teny arabo ary teny japoney."
,pt,"Malaza ho tsy mahalala afa-tsy ny tenany, tsy mahalala fomba sy mianjona ny Parizianina."
,pt,"Na dia hevi-dravina diso aza ity matetika, ny fomba tsara indrindra hifankahazoana amin’ny olona ao Paris dia ny fanananao fitondrantena tsara ihany, manao ohatra ny olona “bien élevé” (tsara taiza). Manamora ny fivezivezena izany."
,pt,"Ny fiheverana ny Parizianina ho miavona dia tsy ho hitanao intsona raha mampiseho fahalalam-pomba tsotra ianao."
,pt,"Ny alan-javaboahary Plitvice dia rakotra ala mikitroka, ny ankamaroany dia hêtre, epicea ary ala sapin, ary ahitàna ihany koa fifangaroan’ny zava-maniry Alpina sy Mediteraneana."
,pt,"Manana karazana zava-maniry maro io tany io noho ny karazana toetr’andro isan-karazany, tany samihafa ary ny fiovaovan’ny aavon’ny tany."
,pt,"Io toerana io koa dia fonenan’ny karazana biby sy voromanidina isan-karazany."
,pt,"Ny biby tsy fahita firy toy ny bera volon-tany Eropeana, ny alika dia, voromahery, vorondolo, sakadia, kary dia afaka hita ao, miaraka amin’ny karazam-biby maro hafa."
,pt,"Rehefa mitsidika ny monasitera dia tsy maintsy manao zipo lava manarona ny lohalika sy akanjo manarona ny sorony ihany koa ny vehivavy."
,pt,"Ny ankamaroan’ireo monasitera dia manome salotra tokoa ho an’ny vehivavy izay tsy niomana, fa raha mitondra ny anao ianao, indrindra raha misy loko marevaka dia hahazo tsiky avy amin’ny relijiozy lahy na vavy eo amin’ny fidirana ianao."
,pt,"Manaraka izany dia angatahina ny lehilahy hanao pataloha manakona ny lohalika."
,pt,"Afaka indramina ao amin’ny tahiry eo am-pidirana izy ity saingy tsy misasa ireo akanjo ireo isaky ny avy mampiasa ka mety tsy hahazo aina ianao hanao ireo zipo ireo. Halebe iray ihany ho an’ny lehilahy!"
